"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ALLERGOLOGY INTERNATIONAL","1323-8930","1440-1592","JAPANESE SOCIETY ALLERGOLOGY","MY BLDG 4F, 1-13-3, UENO, TAITO-KU, TOKYO, JAPAN, 110-0005","English","Clinical Immunology & Infectious Disease"
"ALLERGY","0105-4538","1398-9995","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Immunology & Infectious Disease"
"ALLERGY AND ASTHMA PROCEEDINGS","1088-5412","1539-6304","OCEAN SIDE PUBLICATIONS INC","95 PITMAN ST, PROVIDENCE, USA, RI, 02906","English","Clinical Immunology & Infectious Disease"
"ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY","1710-1492","1710-1492","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","","Clinical Immunology & Infectious Disease"
"ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE","1078-6791","1078-6791","INNOVISION COMMUNICATIONS","101 COLUMBIA, ALISO VIEJO, USA, CA, 92656","English","Health Care Sciences & Services"
"ALZHEIMER DISEASE & ASSOCIATED DISORDERS","0893-0341","0893-0341","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neurology"
"ALZHEIMERS & DEMENTIA","1552-5260","1552-5279","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurology"
"ALZHEIMERS RESEARCH & THERAPY","1758-9193","1758-9193","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Neurology"
"AMERICAN FAMILY PHYSICIAN","0002-838X","1532-0650","AMER ACAD FAMILY PHYSICIANS","8880 WARD PARKWAY, KANSAS CITY, USA, MO, 64114-2797","English","General & Internal Medicine"
"AMERICAN HEALTH AND DRUG BENEFITS","1942-2962","1942-2970","ENGAGE HEALTHCARE COMMUNICATIONS INC","318 CLEVELAND AVE, HIGHLAND PARK, USA, NJ, 08904","English","Health Care Sciences & Services"
"AMERICAN HEART JOURNAL","0002-8703","1097-5330","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Cardiovascular & Respiratory Systems"
"AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER DEMENTIAS","1533-3175","1938-2731","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Neurology"
"AMERICAN JOURNAL OF AUDIOLOGY","1059-0889","1558-9137","AMER SPEECH-LANGUAGE-HEARING ASSOC","2200 RESEARCH BLVD, #271, ROCKVILLE, USA, MD, 20850-3289","English","Otolaryngology"
"AMERICAN JOURNAL OF CANCER RESEARCH","2156-6976","2156-6976","E-CENTURY PUBLISHING CORP","40 WHITE OAKS LN, MADISON, USA, WI, 53711","English",""
"AMERICAN JOURNAL OF CARDIOLOGY","0002-9149","1879-1913","EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC","685 ROUTE 202-206 STE 3, BRIDGEWATER, USA, NJ, 08807","English","Cardiovascular & Respiratory Systems"
"AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS","1175-3277","1179-187X","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology/Toxicology"
"AMERICAN JOURNAL OF CHINESE MEDICINE","0192-415X","1793-6853","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","General & Internal Medicine"
"AMERICAN JOURNAL OF CLINICAL DERMATOLOGY","1175-0561","1179-1888","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Dermatology"
"AMERICAN JOURNAL OF CLINICAL NUTRITION","0002-9165","1938-3207","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Endocrinology, Metabolism & Nutrition"
"AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS","0277-3732","1537-453X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Oncology"
"AMERICAN JOURNAL OF CLINICAL PATHOLOGY","0002-9173","1943-7722","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Research/Laboratory Medicine & Medical Technology"
"AMERICAN JOURNAL OF CRITICAL CARE","1062-3264","1937-710X","AMER ASSOC CRITICAL CARE NURSES","101 COLUMBIA, ALISO VIEJO, USA, CA, 92656","English","Anesthesia & Intensive Care"
"AMERICAN JOURNAL OF DENTISTRY","0894-8275","","MOSHER & LINDER, INC","318 INDIAN TRACE SUITE 500, WESTON, USA, FL, 33326","English","Dentistry/Oral Surgery & Medicine"
"AMERICAN JOURNAL OF DERMATOPATHOLOGY","0193-1091","1533-0311","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Dermatology"
"AMERICAN JOURNAL OF EMERGENCY MEDICINE","0735-6757","1532-8171","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Anesthesia & Intensive Care"
"AMERICAN JOURNAL OF EPIDEMIOLOGY","0002-9262","1476-6256","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Environmental Medicine & Public Health"
"AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY","0195-7910","1533-404X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Research/Laboratory Medicine & Medical Technology"
"AMERICAN JOURNAL OF GASTROENTEROLOGY","0002-9270","1572-0241","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Gastroenterology And Hepatology"
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","1064-7481","1545-7214","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Clinical Psychology & Psychiatry"
"AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY","1079-2082","1535-2900","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Pharmacology/Toxicology"
"AMERICAN JOURNAL OF HEMATOLOGY","0361-8609","1096-8652","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Hematology"
"AMERICAN JOURNAL OF HOSPICE & PALLIATIVE MEDICINE","1049-9091","1938-2715","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Health Care Sciences & Services"
"AMERICAN JOURNAL OF HUMAN GENETICS","0002-9297","1537-6605","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Research/Laboratory Medicine & Medical Technology"
"AMERICAN JOURNAL OF HYPERTENSION","0895-7061","1941-7225","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Cardiovascular & Respiratory Systems"
"AMERICAN JOURNAL OF INDUSTRIAL MEDICINE","0271-3586","1097-0274","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environmental Medicine & Public Health"
"AMERICAN JOURNAL OF INFECTION CONTROL","0196-6553","1527-3296","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Clinical Immunology & Infectious Disease"
"AMERICAN JOURNAL OF KIDNEY DISEASES","0272-6386","1523-6838","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Urology & Nephrology"
"AMERICAN JOURNAL OF MANAGED CARE","1088-0224","1936-2692","MANAGED CARE & HEALTHCARE COMMUNICATIONS LLC","666 PLAINSBORO RD, STE 300, PLAINSBORO, USA, NJ, 08536","English","Health Care Sciences & Services"
"AMERICAN JOURNAL OF MEDICAL QUALITY","1062-8606","1555-824X","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Health Care Sciences & Services"
"AMERICAN JOURNAL OF MEDICINE","0002-9343","1555-7162","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","General & Internal Medicine"
"AMERICAN JOURNAL OF NEPHROLOGY","0250-8095","1421-9670","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Urology & Nephrology"
"AMERICAN JOURNAL OF NEURORADIOLOGY","0195-6108","1936-959X","AMER SOC NEURORADIOLOGY","PO BOX 3000, DENVILLE, USA, NJ, 07834-9349","English","Radiology, Nuclear Medicine & Imaging"
"AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","0002-9378","1097-6868","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Reproductive Medicine"
"AMERICAN JOURNAL OF OPHTHALMOLOGY","0002-9394","1879-1891","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Ophthalmology"
"AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS","0889-5406","1097-6752","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Dentistry/Oral Surgery & Medicine"
"AMERICAN JOURNAL OF OTOLARYNGOLOGY","0196-0709","1532-818X","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Otolaryngology"
"AMERICAN JOURNAL OF PATHOLOGY","0002-9440","1525-2191","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Research/Laboratory Medicine & Medical Technology"
"AMERICAN JOURNAL OF PERINATOLOGY","0735-1631","1098-8785","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Reproductive Medicine"
"AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION","0894-9115","1537-7385","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Orthopedics, Rehabilitation & Sports Medicine"
"AMERICAN JOURNAL OF PREVENTIVE MEDICINE","0749-3797","1873-2607","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Environmental Medicine & Public Health"
"AMERICAN JOURNAL OF PSYCHIATRY","0002-953X","1535-7228","AMER PSYCHIATRIC PUBLISHING, INC","800 MAINE AVE SW, SUITE 900, WASHINGTON, USA, DC, 20024","English","Clinical Psychology & Psychiatry"
"AMERICAN JOURNAL OF PUBLIC HEALTH","0090-0036","1541-0048","AMER PUBLIC HEALTH ASSOC INC","800 I STREET, NW, WASHINGTON, USA, DC, 20001-3710","English","Environmental Medicine & Public Health"
"AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","1073-449X","1535-4970","AMER THORACIC SOC","25 BROADWAY, 18 FL, NEW YORK, USA, NY, 10004","English","Cardiovascular & Respiratory Systems"
"AMERICAN JOURNAL OF RHINOLOGY & ALLERGY","1945-8924","1945-8932","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Otolaryngology"
"AMERICAN JOURNAL OF ROENTGENOLOGY","0361-803X","1546-3141","AMER ROENTGEN RAY SOC","44211 SLATESTONE CT, LEESBURG, Usa, VA, 20176","English","Radiology, Nuclear Medicine & Imaging"
"AMERICAN JOURNAL OF SPORTS MEDICINE","0363-5465","1552-3365","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Orthopedics, Rehabilitation & Sports Medicine"
"AMERICAN JOURNAL OF SURGERY","0002-9610","1879-1883","EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC","685 ROUTE 202-206 STE 3, BRIDGEWATER, USA, NJ, 08807","English","Surgery"
"AMERICAN JOURNAL OF SURGICAL PATHOLOGY","0147-5185","1532-0979","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Research/Laboratory Medicine & Medical Technology"
"AMERICAN JOURNAL OF THE MEDICAL SCIENCES","0002-9629","1538-2990","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","General & Internal Medicine"
"AMERICAN JOURNAL OF THERAPEUTICS","1075-2765","1536-3686","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Pharmacology/Toxicology"
"AMERICAN JOURNAL OF TRANSPLANTATION","1600-6135","1600-6143","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Surgery"
"AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE","0002-9637","1476-1645","AMER SOC TROP MED & HYGIENE","8000 WESTPARK DR, STE 130, MCLEAN, USA, VA, 22101","English","Environmental Medicine & Public Health"
"AMERICAN SURGEON","0003-1348","1555-9823","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Surgery"
"AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION","2167-8421","2167-9223","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Neurology"
"ANAESTHESIA","0003-2409","1365-2044","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Anesthesia & Intensive Care"
"ANAESTHESIA AND INTENSIVE CARE","0310-057X","1448-0271","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Anesthesia & Intensive Care"
"ANAESTHESIA CRITICAL CARE & PAIN MEDICINE","2352-5568","2352-5568","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","65 RUE CAMILLE DESMOULINS, CS50083, ISSY-LES-MOULINEAUX, FRANCE, 92442","English","Anesthesia & Intensive Care"
"ANAESTHESIST","0003-2417","1432-055X","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","German","Anesthesia & Intensive Care"
"ANALYTICAL CELLULAR PATHOLOGY","2210-7177","2210-7185","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Oncology"
"ANASTHESIOLOGIE & INTENSIVMEDIZIN","0170-5334","1439-0256","AKTIV DRUCK & VERLAG GMBH","AN DER LOHWIESE 36, EBELSBACH, GERMANY, 97500","Multi-Language","Anesthesia & Intensive Care"
"ANESTHESIA AND ANALGESIA","0003-2999","0003-2999","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Anesthesia & Intensive Care"
"ANESTHESIOLOGY","0003-3022","1528-1175","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Anesthesia & Intensive Care"
"ANGIOLOGY","0003-3197","1940-1574","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Cardiovascular & Respiratory Systems"
"ANGLE ORTHODONTIST","0003-3219","1945-7103","E H ANGLE EDUCATION RESEARCH FOUNDATION, INC","1615 BEACON ST, NEWTON N, USA, MA, 02468-1507","English","Dentistry/Oral Surgery & Medicine"
"ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE","0151-9638","2214-5451","MASSON EDITEUR","21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789","Multi-Language","Dermatology"
"ANNALS ACADEMY OF MEDICINE SINGAPORE","0304-4602","0304-4602","ACAD MEDICINE SINGAPORE","142 NEIL RD, REPUBLIC SINGAPORE, SINGAPORE, 088871","English","General & Internal Medicine"
"ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY","1081-1206","1534-4436","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Clinical Immunology & Infectious Disease"
"ANNALS OF CARDIOTHORACIC SURGERY","2225-319X","2304-1021","AME PUBL CO","FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000","English","Cardiovascular & Respiratory Systems"
"ANNALS OF CLINICAL AND LABORATORY SCIENCE","0091-7370","1550-8080","ASSOC CLINICAL SCIENTISTS","PO BOX 1287, MIDDLEBURY, USA, VT, 05753","English","Research/Laboratory Medicine & Medical Technology"
"ANNALS OF CLINICAL PSYCHIATRY","1040-1237","1547-3325","QUADRANT HEALTHCOM INC","7 CENTURY DRIVE, STE 302, PARSIPPANY, USA, NJ, 07054-4603","English","Clinical Psychology & Psychiatry"
