"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"JOURNAL OF POSTCOLONIAL WRITING","1744-9855","1744-9863","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"JOURNAL OF PRAGMATICS","0378-2166","1879-1387","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Language & Linguistics"
"JOURNAL OF PRE-RAPHAELITE STUDIES-NEW SERIES","1060-149X","","JOURNAL PRE-RAPHAELITE STUDIES","C/O DAVID LATHAM, EDITOR, YORK UNIV, 208 STONG COLLEGE, TORONTO, CANADA, ONTARIO, M3J 1P3","","General"
"JOURNAL OF PRESBYTERIAN HISTORY","1521-9216","","PRESBYTERIAN HISTORICAL SOC","425 LOMBARD ST, PHILADELPHIA, USA, PA, 19147","","Religion & Theology"
"JOURNAL OF PSYCHOLOGY AND THEOLOGY","0091-6471","2328-1162","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Religion & Theology"
"JOURNAL OF QURANIC STUDIES","1465-3591","1755-1730","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","","Religion & Theology"
"JOURNAL OF RELIGION","0022-4189","1549-6538","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Religion & Theology"
"JOURNAL OF RELIGION & HEALTH","0022-4197","1573-6571","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Religion & Theology"
"JOURNAL OF RELIGIOUS ETHICS","0384-9694","1467-9795","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Religion & Theology"
"JOURNAL OF RELIGIOUS HISTORY","0022-4227","1467-9809","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Religion & Theology"
"JOURNAL OF RESEARCH IN MUSIC EDUCATION","0022-4294","1945-0095","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Performing Arts"
"JOURNAL OF ROMAN STUDIES","0075-4358","1753-528X","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Classical Studies"
"JOURNAL OF SCHOLARLY PUBLISHING","1198-9742","1710-1166","UNIV TORONTO PRESS INC","JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8","English","General"
"JOURNAL OF SCREENWRITING","1759-7137","1759-7145","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","","Performing Arts"
"JOURNAL OF SEMITIC STUDIES","0022-4480","1477-8556","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","General"
"JOURNAL OF SHIA ISLAMIC STUDIES","1748-9423","2051-557X","ISLAMIC COLL ADVANCED STUDIES-ICAS","133 HIGH RD, LONDON, ENGLAND, WILLESDEN, NW10 2SW","","Religion & Theology"
"JOURNAL OF SOCIAL ARCHAEOLOGY","1469-6053","1741-2951","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Archaeology"
"JOURNAL OF SOCIAL HISTORY","0022-4529","1527-1897","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","History"
"JOURNAL OF SOCIAL PHILOSOPHY","0047-2786","1467-9833","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Philosophy"
"JOURNAL OF SONG-YUAN STUDIES","1059-3152","2154-6665","IEAS PUBLICATION","2223 FULTON STREET, ROOM 615 U C BERKELEY, BERKELEY, USA, CA, 94720-2318","","History"
"JOURNAL OF SOUTHEAST ASIAN STUDIES","0022-4634","1474-0680","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","General"
"JOURNAL OF SOUTHERN HISTORY","0022-4642","2325-6893","SOUTHERN HISTORICAL ASSOC","UNIV GEORGIA, HISTORY DEPT, ATHENS, USA, GA, 30602","","History"
"JOURNAL OF SPANISH CULTURAL STUDIES","1463-6204","1469-9818","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","Multi-Language","General"
"JOURNAL OF SPECIALISED TRANSLATION","1740-357X","1740-357X","ROEHAMPTON UNIV SCH ARTS","DIGBY STUART COLL, ROEHAMPTON LA, LONDON, ENGLAND, SW15 5PH","English, French, German, Italian, Spanish","Language & Linguistics"
"JOURNAL OF SPECULATIVE PHILOSOPHY","0891-625X","1527-9383","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","Philosophy"
"JOURNAL OF THE AMERICAN ACADEMY OF RELIGION","0002-7189","1477-4585","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","","Religion & Theology"
"JOURNAL OF THE AMERICAN INSTITUTE FOR CONSERVATION","0197-1360","1945-2330","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY","0003-0139","1547-3848","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","","Performing Arts"
"JOURNAL OF THE AMERICAN ORIENTAL SOCIETY","0003-0279","2169-2289","AMER ORIENTAL SOC","HARLAN HATCHER GRADUATE LIB UNIV MICHIGAN, ANN ARBOR, USA, MI, 48109-1205","","General"
"JOURNAL OF THE AMERICAN PHILOSOPHICAL ASSOCIATION","2053-4477","2053-4485","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Philosophy"
"JOURNAL OF THE BRITISH ARCHAEOLOGICAL ASSOCIATION","0068-1288","1747-6704","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Archaeology"
"JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY","0007-1773","2332-0486","JACKSON PUBLISHING & DISTRIBUTION","3 GIBSONS RD, HEATON MOOR, STOCKPORT, CHESHIRE, ENGLAND, SK4 4JX","","Philosophy"
"JOURNAL OF THE EARLY REPUBLIC","0275-1275","1553-0620","UNIV PENNSYLVANIA PRESS","JOURNALS DIVISION, 3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104","","History"
"JOURNAL OF THE GILDED AGE AND PROGRESSIVE ERA","1537-7814","1943-3557","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"JOURNAL OF THE HISTORY OF BIOLOGY","0022-5010","1573-0387","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","History"
"JOURNAL OF THE HISTORY OF COLLECTIONS","0954-6650","1477-8564","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","General"
"JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT","1053-8372","1469-9656","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"JOURNAL OF THE HISTORY OF IDEAS","0022-5037","1086-3222","UNIV PENNSYLVANIA PRESS","JOURNALS DIVISION, 3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104","","Philosophy"
"JOURNAL OF THE HISTORY OF PHILOSOPHY","0022-5053","1538-4586","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Philosophy"
"JOURNAL OF THE HISTORY OF SEXUALITY","1043-4070","1535-3605","UNIV TEXAS PRESS","JOURNAL DIV, 2100 COMAL, AUSTIN, USA, TX, 78722","English","History"
"JOURNAL OF THE MIDWEST MODERN LANGUAGE ASSOCIATION","0742-5562","2162-6294","MIDWEST MODERN LANGUAGE ASSOC","LOYOLA UNIV CHICAGO, DEPT ENGLISH, 1032 W SHERIDAN RD, CHICAGO, USA, IL, 60660","","Literature"
"JOURNAL OF THEOLOGICAL STUDIES","0022-5185","1477-4607","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Religion & Theology"
"JOURNAL OF THE PHILOSOPHY OF HISTORY","1872-261X","1872-2636","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Philosophy"
"JOURNAL OF THE ROYAL ASIATIC SOCIETY","1356-1863","1474-0591","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","General"
"JOURNAL OF THE ROYAL MUSICAL ASSOCIATION","0269-0403","1471-6933","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Performing Arts"
"JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS","0037-9808","2150-5926","SOC ARCHITECTURAL HISTORIANS","1365 NORTH ASTOR ST, CHICAGO, USA, IL, 60610-2144","","Art & Architecture"
"JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS","1540-7942","2326-2176","SOC CHRISTIAN ETHICS","ST JOHN'S UNIV, SCHOOL THEOLOGY-SEMINARY, PO BOX 50370, COLLEGEVILLE, USA, MN, 56321-5633","","Religion & Theology"
"JOURNAL OF THE SOUTHWEST","0894-8410","2158-1371","UNIV ARIZONA","LIBRARY C327, TUCSON, USA, AZ, 85721","","History"
"JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES","0075-4390","","WARBURG INST","UNIV LONDON WOBURN SQUARE, LONDON, ENGLAND, WC1H 0AB","","Art & Architecture"
"JOURNAL OF THE WEST","0022-5169","1930-0115","ABC-CLIO","130 CREMONA DR, SANTA BARBARA, USA, CA, 93117","","History"
"JOURNAL OF URBAN HISTORY","0096-1442","1552-6771","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","History"
"JOURNAL OF VALUE INQUIRY","0022-5363","1573-0492","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Philosophy"
"JOURNAL OF VICTORIAN CULTURE","1355-5502","1750-0133","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"JOURNAL OF VISUAL CULTURE","1470-4129","1741-2994","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","General"
"JOURNAL OF WOMENS HISTORY","1042-7961","1527-2036","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","History"
"JOURNAL OF WORLD HISTORY","1045-6007","1527-8050","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, USA, HI, 96822","","History"
"JOURNAL OF WORLD PREHISTORY","0892-7537","1573-7802","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Archaeology"
"JUNCTURES-THE JOURNAL FOR THEMATIC DIALOGUE","1176-5119","1179-8912","OTAGO POLYTECHNIC-TE KURA MATATINI KI OTAGO","PRIVATE BAG 1910, DUNEDIN, NEW ZEALAND, 00000","","General"
"JUNG JOURNAL-CULTURE & PSYCHE","1934-2039","1934-2047","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"KANTIAN REVIEW","1369-4154","2044-2394","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Philosophy"
"KANT-STUDIEN","0022-8877","1613-1134","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","Philosophy"
"KEATS-SHELLEY JOURNAL","0453-4387","","KEATS-SHELLEY ASSOC AMER INC","NEW YORK PUBLIC LIBRARY, RM 226, FIFTH AVE, 42ND ST, NEW YORK, USA, NY, 10018-2788","","Literature"
"KEATS-SHELLEY REVIEW","0952-4142","2042-1362","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"KENNEDY INSTITUTE OF ETHICS JOURNAL","1054-6863","1086-3249","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","Philosophy"
"KENYON REVIEW","0163-075X","2327-8307","KENYON COLLEGE","FINN HOUSE, 102 W WIGGIN ST, GAMBIER, USA, OH, 43022-9623","","Literature"
"KNJIZEVNA SMOTRA","0455-0463","2459-6329","FILOZOFSKI FAKULTET","IVANA LUCICA 3, ZAGREB, CROATIA, 10 000","","Literature"
"KONSTHISTORISK TIDSKRIFT","0023-3609","1651-2294","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Art & Architecture"
"KOREA JOURNAL","0023-3900","0023-3900","ACAD KOREAN STUDIES","323 HAOGAE-RO BUNDANG-GU SEONGNAM-SI, GYEONGGI-DO, SOUTH KOREA, 13455","","General"
"KRITIKA-EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY","1531-023X","1538-5000","SLAVICA PUBLISHERS","INDIANA UNIV, 2611 E 10TH ST, BLOOMINGTON, USA, IN, 47408-2603","","History"
"KRITIKA KULTURA","2094-6937","","ATENEO DE MANILA UNIV","SCH HUMANITIES, DEPT ENGLISH, LOYOLA HEIGHTS, QUEZON CITY, PHILIPPINES, 1108","","Literature"
"KUNSTITEADUSLIKKE UURIMUSI","1406-2860","","ESTONIAN SOCIETY ART HISTORIANS","VABADUSE VALJAK 6, TALLINN, ESTONIA, 10146","","Art & Architecture"
"LABORATORY PHONOLOGY","1868-6346","1868-6354","UBIQUITY PRESS LTD","2N, 6 OSBORNE ST, LONDON, ENGLAND, E1 6TD","English","Language & Linguistics"
"LABOR HISTORY","0023-656X","1469-9702","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"LABOUR-LE TRAVAIL","0700-3862","1911-4842","CANADIAN COMMITTEE LABOUR HISTORY","MEMORIAL UNIV NEWFOUNDLAND DEPT HISTORY, ST JOHNS, CANADA, NEWFOUNDLAND, A1C 5S7","Multi-Language","History"
"LANDFALL","0023-7930","","UNIV OTAGO PRESS","PO BOX 56, DUNEDIN, NEW ZEALAND,","","Literature"
"LANDSCAPE ARCHITECTURE MAGAZINE","0023-8031","0023-8031","AMER SOC LANDSCAPE ARCHITECTS","636 EYE ST, NW, WASHINGTON, USA, DC, 20001-3736","","Art & Architecture"
"LANGAGES","0458-726X","1958-9549","ARMAND COLIN","5 RUE LAROMIGUIERE, PARIS CEDEX 05, FRANCE, 75240","French","Language & Linguistics"
"LANGUAGE","0097-8507","1535-0665","LINGUISTIC SOC AMER","1325 18TH ST NW, SUITE 211, WASHINGTON, USA, DC, 20036-6501","English","Language & Linguistics"
"LANGUAGE AND COGNITION","1866-9808","1866-9859","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Language & Linguistics"
"LANGUAGE AND EDUCATION","0950-0782","1747-7581","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Language & Linguistics"
"LANGUAGE AND LINGUISTICS","1606-822X","1606-822X","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","Multi-Language","Language & Linguistics"
"LANGUAGE ASSESSMENT QUARTERLY","1543-4303","1543-4311","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Language & Linguistics"
"LANGUAGE & HISTORY","1759-7536","1759-7544","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","Multi-Language","Language & Linguistics"
"LANGUAGE LEARNING AND DEVELOPMENT","1547-5441","1547-3341","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Language & Linguistics"
"LANGUAGE POLICY","1568-4555","1573-1863","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Language & Linguistics"
"LANGUAGE SCIENCES","0388-0001","1873-5746","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Language & Linguistics"
"LANGUAGE VARIATION AND CHANGE","0954-3945","1469-8021","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Language & Linguistics"
"LANGUE FRANCAISE","0023-8368","1957-7982","LAROUSSE","17 RUE DE MONTPARNASSE, PARIS, FRANCE, 75006","","Language & Linguistics"
"LATE IMPERIAL CHINA","0884-3236","1086-3257","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","History"
"LATIN AMERICAN ANTIQUITY","1045-6635","2325-5080","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","Multi-Language","Archaeology"
"LATIN AMERICAN INDIAN LITERATURES JOURNAL","0888-5613","","LATIN AMER INDIAN LITERATURES JOURNAL","PENN STATE UNIV, DEPT SPANISH MCKEESPORT CAMPUS UNIVERSITY DR, PITTSBURGH, USA, PA, 15132","","Literature"
"LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA","0163-0350","1536-0199","UNIV TEXAS PRESS","JOURNAL DIV, 2100 COMAL, AUSTIN, USA, TX, 78722","","Performing Arts"
"LATIN AMERICAN THEATRE REVIEW","0023-8813","2161-0576","UNIV KANSAS","LIB, CENTER OF LATIN AMER STUDIES, 1425 JAYHAWK BLVD, LAWRENCE, Usa, KS, 66045","","Performing Arts"
"LATOMUS","0023-8856","2294-4427","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","Classical Studies"
"LAVAL THEOLOGIQUE ET PHILOSOPHIQUE","0023-9054","1703-8804","UNIV LAVAL","DEPT LITTERATURES, QUEBEC CITY, CANADA, QUEBEC, G1V 0A6","","Religion & Theology"
"LAW AND HISTORY REVIEW","0738-2480","1939-9022","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"LEGACY","0748-4321","0748-4321","UNIV NEBRASKA PRESS","1111 LINCOLN MALL, LINCOLN, USA, NE, 68588-0630","","Literature"
"LEONARDO","0024-094X","1530-9282","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","","Art & Architecture"
"LEONARDO MUSIC JOURNAL","0961-1215","1531-4812","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","","Performing Arts"
"LETTERE ITALIANE","0024-1334","2035-6315","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126","","Literature"
"LEVANT","0075-8914","1756-3801","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Archaeology"
"LEVIATHAN-A JOURNAL OF MELVILLE STUDIES","1525-6995","1750-1849","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"LEXIKOS","1684-4904","2224-0039","BURO VAN DIE WAT","PO BOX 245, STELLENBOSCH, SOUTH AFRICA, 7599","English, Afrikaans, Dutch, French, German","Language & Linguistics"
"LIAS-JOURNAL OF EARLY MODERN INTELLECTUAL CULTURE AND ITS SOURCES","2033-4753","2033-5016","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","General"
"LIBERTE","0024-2020","","LIBERTE","1495 RUE VAN HORNE, CP 48854, OUTREMONT, CANADA, PQ, H2V 4V2","","Literature"
"LIBRARY","0024-2160","1744-8581","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","General"
"LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE","1619-0548","1619-0548","WAXMANN VERLAG GMBH","STEINFURTER STRASSE 555, MUNSTER, Germany,  , 48159","","Performing Arts"
"LIFE WRITING","1448-4528","1751-2964","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK","0049-8653","2365-953X","J B METZLER","POSTFACH 10 32 41, STUTTGART, GERMANY, D-70028","","Language & Linguistics"
"LINGUA","0024-3841","1872-6135","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Language & Linguistics"
"LINGUA E STILE","0024-385X","0024-385X","SOC ED IL MULINO","STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125","","Language & Linguistics"
"LINGUA NOSTRA","0024-3868","","CASA EDITRICE G C SANSONI SPA","LIC SPA, VIA DUCA DI CALABRIA, 1-1, FLORENCE, ITALY, 50125","","Language & Linguistics"
"LINGUISTICA ANTVERPIENSIA NEW SERIES-THEMES IN TRANSLATION STUDIES","0304-2294","2295-5739","ACADEMIC & SCIENTIFIC PUBLISHERS-ASP","UNIV PRESS ANTWERP DIV, RAVENSTEINGALERIJ 28, BRUSSELS, BELGIUM, B-1000","English","Language & Linguistics"
"LINGUISTIC APPROACHES TO BILINGUALISM","1879-9264","1879-9272","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","English","Language & Linguistics"
"LINGUISTIC INQUIRY","0024-3892","1530-9150","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","Multi-Language","Language & Linguistics"
"LINGUISTIC REVIEW","0167-6318","1613-3676","DE GRUYTER MOUTON","GENTHINER STRASSE 13, BERLIN, GERMANY, 10785","English","Language & Linguistics"
"LINGUISTICS","0024-3949","1613-396X","DE GRUYTER MOUTON","GENTHINER STRASSE 13, BERLIN, GERMANY, 10785","Multi-Language","Language & Linguistics"
"LINGUISTICS AND EDUCATION","0898-5898","1873-1864","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Language & Linguistics"
"LINGUISTICS AND PHILOSOPHY","0165-0157","1573-0549","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Language & Linguistics"
"LINGUISTICS VANGUARD","2199-174X","2199-174X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","",""
"LINGUISTIC TYPOLOGY","1430-0532","1613-415X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Language & Linguistics"
"LINGUISTIQUE","0075-966X","2101-0234","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","","Language & Linguistics"
"LION AND THE UNICORN","0147-2593","1080-6563","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"LITERACY","1741-4350","1741-4369","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Language & Linguistics"
"LITERARY IMAGINATION","1523-9012","1752-6566","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Literature"
"LITERARY REVIEW","0024-4589","","FAIRLEIGH DICKINSON UNIV LITERARY REV","285 MADISON AVE, MADISON, USA, NJ, 07940","","Literature"
"LITERATURE AND MEDICINE","0278-9671","1080-6571","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"LITERATURE COMPASS","1741-4113","1741-4113","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Literature"
"LITERATURE & HISTORY-THIRD SERIES","0306-1973","2050-4594","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","","Literature"
"LITERATUR UND KRITIK","0024-466X","","OTTO MULLER VERLAG","POSTFACH 167, SALZBURG, AUSTRIA, A-5021","","Literature"
"LITHIC TECHNOLOGY","0197-7261","2051-6185","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Archaeology"
"LITTERATURE","0047-4800","1958-5926","LAROUSSE","17 RUE DE MONTPARNASSE, PARIS, FRANCE, 75006","","Literature"
"LITTERATURES","0563-9751","","UNIV TOULOUSE MIRAIL","5 ALLEES ANTONIO MACHADO, TOULOUSE CEDEX 1, FRANCE, 31058","","Literature"
"LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE","1091-6687","1533-791X","UNIV ST THOMAS, CTR CATHOLIC STUDIES","2115 SUMMIT AVE, MAIL#55-S, ST PAUL, USA, MN, 55105","","Religion & Theology"
"LONDON JOURNAL","0305-8034","1749-6322","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"LOTUS INTERNATIONAL","1124-9064","","EDITORIALE LOTUS","VIA SANTA MARIA, MILAN, Italy, ITALY, 20123","","Art & Architecture"
"LUSO-BRAZILIAN REVIEW","0024-7413","1548-9957","UNIV WISCONSIN PRESS","JOURNAL DIVISION, 1930 MONROE ST, 3RD FL, MADISON, USA, WI, 53711","","General"
"MAGAZINE ANTIQUES","0161-9284","","BRANT PUBL, INC","575 BROADWAY, NEW YORK, USA, NY, 10012","","Art & Architecture"
"MAGIC RITUAL AND WITCHCRAFT","1556-8547","1940-5111","UNIV PENNSYLVANIA PRESS","JOURNALS DIVISION, 3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104","","General"
