"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ACTA ARACHNOLOGICA","0001-5202","1880-7852","ARACHNOLOGICAL SOC JAPAN","C/O BIOLOGICAL LABORATORY, OTEMON-GAKUIN UNIV, 2-1-15, NISHI-AI, IBARAKI, JAPAN, OSAKA, 567-8502, 00000","","Zoology"
"ACTA ARACHNOLOGICA SINICA","1005-9628","","ARACHNOL SOC CHINA","HUBEI UNIV, 11 XUEYUAN RD., WUHAN, PEOPLES R CHINA, 430062","","Entomology"
"ACTA BIOCHIMICA ET BIOPHYSICA SINICA","1672-9145","1745-7270","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Biophysics | Biochemistry & Molecular Biology"
"ACTA BIOCHIMICA POLONICA","0001-527X","1734-154X","ACTA BIOCHIMICA POLONICA","PASTEURA 3, WARSAW, POLAND, 02-093","English","Biochemistry & Molecular Biology"
"ACTA BIOLOGICA COLOMBIANA","1900-1649","1900-1649","UNIV NAC COLOMBIA, FAC CIENCIAS, DEPT BIOL","APARTADO AEREO 14490, BOGOTA, COLOMBIA, 00000","Spanish, English, Portuguese","Plant Sciences | Zoology"
"ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA","0001-5296","1898-0295","POLSKA AKAD NAUK, POLISH ACAD SCIENCES, PAS BRANCH CRACOW","PL DEFILAD 1, WARSZAWA, POLAND, 00-901","English","Plant Sciences"
"ACTA BIOLOGICA CRACOVIENSIA SERIES ZOOLOGIA","0001-530X","","POLISH ACAD SCIENCES, BIOLOGICAL COMMISSION","JUNCAL 2134 P B B, BUENOS AIRES, ARGENTINA, 00000","","Zoology"
"ACTA BIOLOGICA PARANAENSE","0301-2123","2236-1472","UNIV FEDERAL PARANA","BIBLIOTECA CENTRAL, SECAO DE INTERCAMBIO, CAIXA POSTAL 19051, CURITIBA, BRAZIL, PR, 81531-980","","Biology"
"ACTA BIOLOGICA SIBIRICA","","2412-1908","ALTAY STATE UNIV","PR LENINA 61, RM 215, BARNAUL, RUSSIA, 656049","Russian, English","Biology"
"ACTA BIOLOGICA SLOVENICA","1408-3671","1408-3671","DRUSTVO BIOLOGOV SLOVENIJE","VECNA POT 111, LJUBLJANA, SLOVENIA,","","Biology"
"ACTA BIOLOGICA SZEGEDIENSIS","1588-385X","1588-4082","UNIV SZEGED, FAC SCIENCE","C/O E SZABO, EXCHANGE LIBRARIAN, DUGONICS TER 13, PO BOX 393, SZEGED, HUNGARY, 6701","","Biology"
"ACTA BIOLOGICA UNIVERSITATIS DAUGAVPILIENSIS","1407-8953","","UNIV DAUGAVPILS","VIENBAS 13, DAUGAVPILS, LATVIA, LV-5401","","Biology"
"ACTA BIOTHEORETICA","0001-5342","1572-8358","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Mathematical & Computational Biology"
"ACTA BOTANICA BOREALI-OCCIDENTALIA SINICA","1000-4025","1000-4025","SHAANXI SCIENTIFIC & TECHNOLOGICAL PRESS","NO. 131, BEIDAJIE ST, XI'AN, PEOPLES R CHINA, 00000","","Plant Sciences"
"ACTA BOTANICA BRASILICA","0102-3306","1677-941X","SOC BOTANICA BRASIL","CAIXA POSTAL 3005, SAO PAULO SP, BRAZIL, 01061-970","Portuguese, English","Plant Sciences"
"ACTA BOTANICA CROATICA","0365-0588","1847-8476","UNIV ZAGREB, FAC SCIENCE, DIV BIOLOGY","C/O DAMIR VILICIC, EDITOR-IN-CHIEF, DEPARTMENT OF BOTANY, ROOSEVELTOV TRG 6, ZAGREB, Croatia,  , 10000","English","Plant Sciences"
"ACTA BOTANICA FENNICA","0001-5369","","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","P O BOX 26, UNIV HELSINKI, FINLAND, FI-00014","","Plant Sciences"
"ACTA BOTANICA HUNGARICA","0236-6495","1588-2578","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117","","Plant Sciences"
"ACTA BOTANICA ISLANDICA","0374-5066","","NATTURUFRAEOISTOFNUN NOROURLANDS-AKUREYRI MUSEUM  NATURAL HISTORY","P O BOX 580, AKUREYRI, ICELAND, 00000","","Plant Sciences"
"ACTA BOTANICA MALACITANA","0210-9506","0210-9506","UNIV MALAGA, FAC CIENCIAS","DEPT BIOLOGICA VEGETAL, APARTADO 59, MALAGA, SPAIN, 00000","","Plant Sciences | Agronomy"
"ACTA BOTANICA MEXICANA","0187-7151","2448-7589","INST ECOLOGIA AC","CENTRO REGIONAL DEL BAJIO, APARTADO POSTAL 386, PATZCUARO, MEXICO, MICHOACAN, 61600","Spanish","Plant Sciences"
"ACTA BOTANICA VENEZUELICA","0084-5906","2443-4264","FUNDACION INST BOTANICO VENEZUELA DR TOBIAS LASSER","JARDIN BOTANICO CARACAS, AV SALVADOR ALLENDE  APARTADO 2156, CARACAS, VENEZUELA, 00000","","Plant Sciences"
"ACTA CARDIOLOGICA","0001-5385","1784-973X","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Cardiac & Cardiovascular Systems"
"ACTA CHIROPTEROLOGICA","1508-1109","1733-5329","MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES","WILCZA STREET 64, WARSAW, POLAND, 00-679","English","Zoology"
"ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY","2059-7983","2059-7983","INT UNION CRYSTALLOGRAPHY","2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU","English","Crystallography | Biochemical Research Methods | Biophysics | Biochemistry & Molecular Biology"
"ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS","2053-230X","2053-230X","INT UNION CRYSTALLOGRAPHY","2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU","English","Crystallography | Biochemical Research Methods | Biophysics | Biochemistry & Molecular Biology"
"ACTA DIABETOLOGICA","0940-5429","1432-5233","SPRINGER-VERLAG ITALIA SRL","VIA DECEMBRIO, 28, MILAN, ITALY, 20137","English","Endocrinology & Metabolism"
"ACTA ENTOMOLOGICA CHILENA","0716-5072","","INST ENTOMOLOGIA","FAC CIENCIAS BASICAS, UNIV METROPOLITANA DE CIENCIAS EDUCACION, CASILLA 147, SANTIAGO, CHILE, 00000","","Entomology"
"ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE","0374-1036","1804-6487","NARODNI MUZEUM - PRIRODOVEDECKE MUZEUM","KUNRATICE, PRAHA, CZECH REPUBLIC, CZ-148 00","English","Entomology"
"ACTA ENTOMOLOGICA SERBICA","0354-9410","0354-9410","ENTOMOLOGICAL SOC SERBIA","FACULTY FORESTRY, KNEZA VISESLAVA 1, BEOGRAD, YUGOSLAVIA, YU-11030","","Entomology"
"ACTA ENTOMOLOGICA SINICA","0454-6296","","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","","Entomology"
"ACTA ETHOLOGICA","0873-9749","1437-9546","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Behavioral Sciences | Zoology"
"ACTA GEOLOGICA LILLOANA","0567-7513","1852-6217","FUNDACION MIGUEL LILLO","MIGUEL LILLO 251, SAN MIGUEL DE TUCUMAN, ARGENTINA, T4000JFE","","Geology"
"ACTA HAEMATOLOGICA","0001-5792","1421-9662","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Hematology"
"ACTA HAEMATOLOGICA POLONICA","0001-5814","2300-7117","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","Hematology"
"ACTA HERPETOLOGICA","1827-9635","1827-9643","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122","English","Zoology"
"ACTA HISTOCHEMICA ET CYTOCHEMICA","0044-5991","1347-5800","JAPAN SOC HISTOCHEMISTRY & CYTOCHEMISTRY","C/O NAKANISHI PRINTING CO LTD, SHIMODACHIURI-OGAWA, KAMIGYO-KU, KYOTO, JAPAN, 602-8048","English","Cell Biology"
"ACTA HYDROBIOLOGICA SINICA","1000-3207","","CHINESE ACAD SCIENCES","NO. 33 BEISIHUANXILU,  ZHONGGUANCUN, BEIJING, PEOPLES R CHINA, 100080","","Marine & Freshwater Biology"
"ACTA ICHTHYOLOGICA ET PISCATORIA","0137-1592","1734-1515","WYDAWNICTWO AKAD ROLNICZEJ W SZCZECINIE","KAZIMIERZA KROLEWICZA 4, SZCZECIN, POLAND, 71550","English","Zoology | Fisheries"
"ACTA MANILANA","0065-1370","","SANTO TOMAS UNIV PRESS","RESEARCH CENTER FOR THE NATURAL SCIENCES, UNIVERSITY OF SANTO TOMAS, ESPANA, MANILA, PHILIPPINES, 00000","","Multidisciplinary Sciences"
"ACTA MEDICA NAGASAKIENSIA","0001-6055","","NAGASAKI UNIV SCH MEDICINE","1-12-4 SAKAMOTO, NAGASAKI, JAPAN, 00000","","Medicine, General & Internal"
"ACTA MEDICA OKAYAMA","0386-300X","0386-300X","OKAYAMA UNIV MED SCHOOL","EDITORIAL OFFICE, ACTA MEDICA OKAYAMA OKAYAMA UNIVERSITY MEDICAL SCHOOL 2-5-1 SHIKATA-CHO, KITA-KU, OKAYAMA, JAPAN, 700-8558","English","Medicine, Research & Experimental"
"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA","1217-8950","1588-2640","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117","English","Microbiology | Immunology"
"ACTA MICROBIOLOGICA HELLENICA","0438-9573","2459-4113","HELLENIC SOC MICROBIOLOGY","29 MIHALAKOPOULOU ST, 4TH FL, ATHENS, GREECE, 115 10","","Microbiology"
"ACTA MICROPALAEONTOLOGICA SINICA","1000-0674","","CHINESE ACAD SCIENCES","NO. 33 BEISIHUANXILU,  ZHONGGUANCUN, BEIJING, PEOPLES R CHINA, 100080","","Paleontology | Microbiology"
"ACTA MORPHOLOGICA ET ANTHROPOLOGICA","1311-8773","2535-0811","MARIN DRINOV ACAD PUBL HOUSE","ACAD GEORGI BONCHEV ST, BL 6, SOFIA, BULGARIA, 1113","","Anthropology | Anatomy & Morphology"
"ACTA MUSEI SILESIAE-SCIENTIAE NATURALES","2336-3193","2336-3207","SCIENDO","BOGUMILA ZUGA 32A, WARSAW, Poland, MAZOVIA, 01-811","English","Biology"
"ACTA MYCOLOGICA","0001-625X","2353-074X","POLSKIE TOWARZYSTWO BOTANICZNE","AL UJAZDOWSKIE 4, WARSAW, POLAND, 00-478","English","Plant Sciences | Mycology"
"ACTA NATURAE","2075-8251","2075-8251","RUSSIAN FEDERATION AGENCY SCIENCE & INNOVATION","NAUCHNY PARK MGU, VLAD 1, STROENIYE 75G, LENINSKIYE GORY, MOSCOW, RUSSIA, 119991","English","Cell Biology"
"ACTA NEUROBIOLOGIAE EXPERIMENTALIS","0065-1400","1689-0035","NENCKI INST EXPERIMENTAL BIOLOGY","UL PASTEURA 3, WARSAW, POLAND, 02-093","English","Neurosciences"
"ACTA NEUROCHIRURGICA","0001-6268","0942-0940","SPRINGER WIEN","SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201","English","Surgery | Clinical Neurology"
"ACTA NEUROLOGICA SCANDINAVICA","0001-6314","1600-0404","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Neurology"
"ACTA NEUROPATHOLOGICA","0001-6322","1432-0533","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Pathology | Clinical Neurology | Neurosciences"
"ACTA NEUROPATHOLOGICA COMMUNICATIONS","2051-5960","2051-5960","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Neurosciences"
"ACTA ODONTOLOGICA SCANDINAVICA","0001-6357","1502-3850","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Dentistry, Oral Surgery & Medicine"
"ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","1146-609X","1873-6238","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Ecology"
"ACTA ONCOLOGICA","0284-186X","1651-226X","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Oncology"
"ACTA OPHTHALMOLOGICA","1755-375X","1755-3768","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Ophthalmology"
"ACTA ORNITHOLOGICA","0001-6454","1734-8471","MUSEUM & INST ZOOLOGY","WILCZA 64, WARSAW, POLAND, PL-00-679","Multi-Language","Ornithology"
"ACTA ORTHOPAEDICA","1745-3674","1745-3682","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Orthopedics"
"ACTA PAEDIATRICA","0803-5253","1651-2227","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pediatrics"
"ACTA PALAEOBOTANICA","0001-6594","2082-0259","W SZAFER INST BOTANY, POLISH ACAD SCIENCES","LUBICZ 46, KRAKOW, POLAND, 00000","English","Plant Sciences | Paleontology"
"ACTA PALAEONTOLOGICA POLONICA","0567-7920","1732-2421","INST PALEOBIOLOGII PAN","UL TWARDA 51/55, WARSAW, POLAND, 00-818","English","Paleontology"
"ACTA PARASITOLOGICA","1230-2821","1896-1851","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","English","Parasitology"
"ACTA PARASITOLOGICA ET MEDICA ENTOMOLOGICA SINICA","1005-0507","1005-0507","ACTA PARASIT MED ENTOMOL SIN","EDITORIAL BOARD, 20 DONGDAJIE ST, FENGTAI D, BEIJING, PEOPLES R CHINA, 1000071","","Entomology"
"ACTA PHARMACEUTICA","1330-0075","1846-9558","HRVATSKO FARMACEUTSKO DRUSTOV (HFD)-CROATION PHARMACEUTICAL SOC","MASARYKOVA 2, ZAGREB, CROATIA, 10000","English","Pharmacology & Pharmacy"
"ACTA PHARMACEUTICA SINICA","0513-4870","0513-4870","INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES","C/O EDITORIAL BOARD OF ACTA PHARMACEUTICA SINICA, 1 XIANNONGTAN ST, BEIJING, PEOPLES R CHINA, 100050","","Pharmacology & Pharmacy"
"ACTA PHARMACEUTICA SINICA B","2211-3835","2211-3843","INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES","C/O EDITORIAL BOARD OF ACTA PHARMACEUTICA SINICA, 1 XIANNONGTAN ST, BEIJING, PEOPLES R CHINA, 100050","English","Pharmacology & Pharmacy"
"ACTA PHARMACOLOGICA SINICA","1671-4083","1745-7254","NATURE PUBLISHING GROUP","MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Chemistry, Multidisciplinary | Pharmacology & Pharmacy"
"ACTA PHYSIOLOGIAE PLANTARUM","0137-5881","1861-1664","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Plant Sciences"
"ACTA PHYSIOLOGICA","1748-1708","1748-1716","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Physiology"
"ACTA PHYSIOLOGICA SINICA","0371-0874","","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","","Physiology"
"ACTA PHYTOGEOGRAPHICA SUECICA","0084-5914","","SVENSKA VAXTGEOGRAFISKA SALLSKAPET","VILLAVAGEN 14, UPPSALA, SWEDEN,","","Plant Sciences | Geography, Physical"
"ACTA PHYTOPATHOLOGICA ET ENTOMOLOGICA HUNGARICA","0238-1249","1588-2691","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117","","Entomology | Plant Sciences"
"ACTA PHYTOTAXONOMICA ET GEOBOTANICA","1346-7565","2189-7042","JAPANESE SOC PLANT SYSTEMATICS, UNIV TOKYO, GRADUATE SCH","BOTANICAL GARDENS, 3-7-1 HAKUSAN, TOKYO, JAPAN, 00000","English","Plant Sciences"
"ACTA PROTOZOOLOGICA","0065-1583","1689-0027","JAGIELLONIAN UNIV, INST ENVIRONMENTAL SCIENCES","GRONOSTAJOWA 7, KRAKOW, POLAND, 30-387","English","Microbiology"
"ACTA PSYCHIATRICA SCANDINAVICA","0001-690X","1600-0447","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychiatry"
"ACTA SCIENTIAE VETERINARIAE","1678-0345","1679-9216","UNIV FED RIO GRANDE DO SUL","FAC VET, CAIXA POSTAL 15017, PORTO ALEGRE RS, BRAZIL, 91501-570","Portuguese","Veterinary Sciences"
"ACTA SCIENTIARUM-AGRONOMY","1807-8621","1807-8621","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900","English","Agronomy"
"ACTA SCIENTIARUM-ANIMAL SCIENCES","1807-8672","1807-8672","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900","English","Agriculture, Dairy & Animal Science"
"ACTA SCIENTIARUM-BIOLOGICAL SCIENCES","1679-9283","1807-863X","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900","English","Biology"
"ACTA SCIENTIARUM-TECHNOLOGY","1806-2563","1807-8664","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900","Portuguese, English","Multidisciplinary Sciences"
"ACTA SOCIETATIS BOTANICORUM POLONIAE","0001-6977","2083-9480","POLSKIE TOWARZYSTWO BOTANICZNE","AL UJAZDOWSKIE 4, WARSAW, POLAND, 00-478","English","Plant Sciences"
"ACTA SOCIETATIS ZOOLOGICAE BOHEMICAE","1211-376X","1211-376X","CZECH ZOOLOGICAL SOC","VINICNA 7, PRAGUE, CZECH REPUBLIC, 00000","","Zoology"
"ACTA THERIOLOGICA SINICA","1000-1050","1000-1050","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","","Zoology"
"ACTA TROPICA","0001-706X","1873-6254","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Tropical Medicine | Parasitology"
"ACTA UNIVERSITATIS UPSALIENSIS SYMBOLAE BOTANICAE UPSALIENSES","0082-0644","1104-232X","UPPSALA UNIV, DEPT SYSTEMATIC BOTANY","VILLAV 6, UPPSALA, SWEDEN, 00000","","Plant Sciences"
"ACTA VETERINARIA-BEOGRAD","0567-8315","1820-7448","SCIENDO","BOGUMILA ZUGA 32A, WARSAW, Poland, MAZOVIA, 01-811","English","Veterinary Sciences"
"ACTA VETERINARIA BRNO","0001-7213","1801-7576","VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO","PALACKEHO 1-3, BRNO, CZECH REPUBLIC, CS-612 42","Multi-Language","Veterinary Sciences"
"ACTA VETERINARIA HUNGARICA","0236-6290","1588-2705","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117","English","Veterinary Sciences"
"ACTA VIROLOGICA","0001-723X","1336-2305","AEPRESS SRO","BAJZOVA 7, BRATISLAVA, SLOVAKIA, 821 08","English","Virology"
"ACTA ZOOBOT AUSTRIA","2409-367X","","ZOOLOGISCH-BOTANISCHE GESELLSCHAFT IN OESTERREICH","ALTHANSTRASSE 14, VIENNA, AUSTRIA,","","Plant Sciences | Zoology"
