"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS","2168-6777","2168-6785","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE JOURNAL OF QUANTUM ELECTRONICS","0018-9197","1558-1713","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","1077-260X","1558-4542","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE JOURNAL OF SOLID-STATE CIRCUITS","0018-9200","1558-173X","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Semiconductors & Solid State Materials Technology"
"IEEE JOURNAL OF THE ELECTRON DEVICES SOCIETY","2168-6734","2168-6734","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","0733-8716","1558-0008","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Telecommunications Technology"
"IEEE MICRO","0272-1732","1937-4143","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314","English","Computer Science, Technology & Applications"
"IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS","1531-1309","1558-1764","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE MICROWAVE MAGAZINE","1527-3342","1557-9581","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE NETWORK","0890-8044","1558-156X","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Telecommunications Technology"
"IEEE PHOTONICS JOURNAL","1943-0655","1943-0647","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Optics & Laser Research & Technology"
"IEEE PHOTONICS TECHNOLOGY LETTERS","1041-1135","1941-0174","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Optics & Laser Research & Technology"
"IEEE SIGNAL PROCESSING LETTERS","1070-9908","1558-2361","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE SIGNAL PROCESSING MAGAZINE","1053-5888","1558-0792","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE SPECTRUM","0018-9235","1939-9340","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS","0018-9251","1557-9603","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON BROADCASTING","0018-9316","1557-9611","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Telecommunications Technology"
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY","1051-8215","1558-2205","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS","1549-7747","1558-3791","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS","1549-8328","1558-0806","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE TRANSACTIONS ON COMMUNICATIONS","0090-6778","1558-0857","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Telecommunications Technology"
"IEEE TRANSACTIONS ON COMPONENTS PACKAGING AND MANUFACTURING TECHNOLOGY","2156-3950","2156-3985","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS","0278-0070","1937-4151","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE TRANSACTIONS ON CONSUMER ELECTRONICS","0098-3063","1558-4127","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY","1530-4388","1558-2574","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON ELECTRON DEVICES","0018-9383","1557-9646","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS","0278-0046","1557-9948","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON MOBILE COMPUTING","1536-1233","1558-0660","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314","English","Telecommunications Technology"
"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING","1534-4320","1558-0210","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON POWER ELECTRONICS","0885-8993","1941-0107","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Electronics & Electrical Engineering"
"IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING","0894-6507","1558-2345","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Semiconductors & Solid State Materials Technology"
"IEEE TRANSACTIONS ON SIGNAL PROCESSING","1053-587X","1941-0476","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING","0098-5589","1939-3520","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314","English","Computer Science, Technology & Applications"
"IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS","1063-8210","1557-9999","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Signal Processing/Circuits & Systems"
"IEICE ELECTRONICS EXPRESS","1349-2543","1349-2543","IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG","KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, JAPAN, 105-0011","English","Electronics & Electrical Engineering"
"IEICE TRANSACTIONS ON ELECTRONICS","1745-1353","1745-1353","IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG","KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, JAPAN, 105-0011","English","Electronics & Electrical Engineering"
"IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES","0916-8508","1745-1337","IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG","KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, JAPAN, 105-0011","English","Electronics & Electrical Engineering"
"IET CIRCUITS DEVICES & SYSTEMS","1751-858X","1751-8598","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Signal Processing/Circuits & Systems"
"IET OPTOELECTRONICS","1751-8768","1751-8776","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Optics & Laser Research & Technology"
"IET POWER ELECTRONICS","1755-4535","1755-4543","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Electronics & Electrical Engineering"
"INFRARED PHYSICS & TECHNOLOGY","1350-4495","1879-0275","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Optics & Laser Research & Technology"
"INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION","1687-5869","1687-5877","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Signal Processing/Circuits & Systems"
"INTERNATIONAL JOURNAL OF ELECTRONICS","0020-7217","1362-3060","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","Multi-Language","Electronics & Electrical Engineering"
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","0899-9457","1098-1098","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Optics & Laser Research & Technology"
"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS","0894-3370","1099-1204","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Electronics & Electrical Engineering"
"INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING","1542-0973","1542-0981","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Telecommunications Technology"
"INTERNET RESEARCH","1066-2243","1066-2243","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Telecommunications Technology"
"JAPANESE JOURNAL OF APPLIED PHYSICS","0021-4922","1347-4065","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Chemistry & Physics, Pure & Applied"
"JOURNAL OF APPLIED PHYSICS","0021-8979","1089-7550","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Chemistry & Physics, Pure & Applied"
"JOURNAL OF COMPUTATIONAL ELECTRONICS","1569-8025","1572-8137","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Electronics & Electrical Engineering"
"JOURNAL OF CRYSTAL GROWTH","0022-0248","1873-5002","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Chemistry & Physics, Pure & Applied"
"JOURNAL OF ELECTRONIC IMAGING","1017-9909","1560-229X","IS&T & SPIE","1000 20TH ST, BELLINGHAM, USA, WA, 98225","English","Optics & Laser Research & Technology"
"JOURNAL OF ELECTRONIC MATERIALS","0361-5235","1543-186X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF ELECTRONIC PACKAGING","1043-7398","1528-9044","ASME","TWO PARK AVE, NEW YORK, USA, NY, 10016-5990","English","Signal Processing/Circuits & Systems"
"JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS","0923-8174","1573-0727","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Electronics & Electrical Engineering"
"JOURNAL OF ELECTROSTATICS","0304-3886","1873-5738","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Electronics & Electrical Engineering"
"JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY","1062-3701","1943-3522","I S & T-SOC IMAGING SCIENCE TECHNOLOGY","7003 KILWORTH LA, SPRINGFIELD, USA, VA, 22151","English","Optics & Laser Research & Technology"
"JOURNAL OF LASER APPLICATIONS","1042-346X","1938-1387","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Optics & Laser Research & Technology"
"JOURNAL OF LIGHTWAVE TECHNOLOGY","0733-8724","1558-2213","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Optics & Laser Research & Technology"
"JOURNAL OF MANUFACTURING SYSTEMS","0278-6125","1878-6642","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Technology R&D Management"
"JOURNAL OF MATERIALS RESEARCH","0884-2914","2044-5326","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MATERIALS SCIENCE","0022-2461","1573-4803","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS","0957-4522","1573-482X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY","1005-0302","1941-1162","JOURNAL MATER SCI TECHNOL","72 WENHUA RD, SHENYANG, PEOPLES R CHINA, 110015","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MICRO-NANOLITHOGRAPHY MEMS AND MOEMS","1932-5150","1932-5134","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1000 20TH ST, PO BOX 10, BELLINGHAM, USA, WA, 98225","English","Electronics & Electrical Engineering"
"JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS","0218-8635","1793-6624","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Optics & Laser Research & Technology"
"JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING","1943-0620","1943-0639","OPTICAL SOC AMER","2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036","English","Telecommunications Technology"
"JOURNAL OF OPTICAL TECHNOLOGY","1070-9762","1091-0786","OPTICAL SOC AMER","2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036","English","Optics & Laser Research & Technology"
"JOURNAL OF OPTICS","2040-8978","2040-8986","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Optics & Laser Research & Technology"
"JOURNAL OF PHYSICS-CONDENSED MATTER","0953-8984","1361-648X","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF PHYSICS D-APPLIED PHYSICS","0022-3727","1361-6463","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Chemistry & Physics, Pure & Applied"
