"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE","1217-8837","2064-2474","HUNGARIAN NATURAL HISTORY MUSEUM","BAROSS U 13, BUDAPEST, HUNGARY, H-1088","English","Animal Sciences"
"ADANSONIA","1280-8571","1639-4798","PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS","CP 39-57, RUE CUVIER, PARIS CEDEX 05, FRANCE, F-75231","English, French","Plant Sciences"
"ADVANCES IN CLIMATE CHANGE RESEARCH","1674-9278","1674-9278","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","English","Environment/Ecology"
"AEROBIOLOGIA","0393-5965","1573-3025","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Environment/Ecology"
"AFRICAN ENTOMOLOGY","1021-3589","1026-4914","ENTOMOLOGICAL SOC SOUTHERN AFRICA","PO BOX 13162, HATFIELD, SOUTH AFRICA, 0028","Multi-Language","Entomology/Pest Control"
"AFRICAN JOURNAL OF ECOLOGY","0141-6707","1365-2028","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Animal Sciences"
"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338","NATL INQUIRY SERVICES CENTRE PTY LTD","19 WORCESTER STREET, PO BOX 377, GRAHAMSTOWN, SOUTH AFRICA, 6140","English","Aquatic Sciences"
"AFRICAN JOURNAL OF WILDLIFE RESEARCH","2410-7220","2410-8200","SOUTHERN AFRICAN WILDLIFE MANAGEMENT ASSOC","P O BOX 217, BLOUBERGSTRAND, SOUTH AFRICA, 7437","English","Animal Sciences"
"AFRICAN ZOOLOGY","1562-7020","2224-073X","ZOOLOGICAL SOC SOUTHERN AFRICA","AFRICAN ZOOLOGY CIRCULATION OFFICE, UNIV KWAZULU-NATAL, SCHOOL BIOL & CONSERVATION SCI, P B X01, SCOTTSVILLE, SOUTH AFRICA, 3209","English","Animal Sciences"
"AGRIBUSINESS","0742-4477","1520-6297","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Food Science/Nutrition"
"AGRICULTURAL AND FOOD SCIENCE","1459-6067","1795-1895","SCIENTIFIC AGRICULTURAL SOC FINLAND","MTT AGRIFOOD RES FINLAND, AGRIC & FOOD SCI, EDITORIAL OFF, DEPT AGRIC SCI, PO BOX 27, UNIV HELSINSKI, FINLAND, FI-00014","English","Agriculture/Agronomy"
"AGRICULTURAL AND FOREST ENTOMOLOGY","1461-9555","1461-9563","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Entomology/Pest Control"
"AGRICULTURAL AND FOREST METEOROLOGY","0168-1923","1873-2240","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Agriculture/Agronomy"
"AGRICULTURAL ECONOMICS","0169-5150","1574-0862","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Agriculture/Agronomy"
"AGRICULTURAL & ENVIRONMENTAL LETTERS","2471-9625","2471-9625","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Agriculture/Agronomy"
"AGRICULTURAL SYSTEMS","0308-521X","1873-2267","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Agriculture/Agronomy"
"AGRICULTURAL WATER MANAGEMENT","0378-3774","1873-2283","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Agriculture/Agronomy"
"AGRICULTURE AND HUMAN VALUES","0889-048X","1572-8366","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Agriculture/Agronomy"
"AGRICULTURE-BASEL","2077-0472","2077-0472","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Agriculture/Agronomy"
"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","0167-8809","1873-2305","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"AGROCHIMICA","0002-1857","","PISA UNIV PRESS","LUNGARNO A PACINOTTI 43, PISA, ITALY, 56100","Multi-Language","Agricultural Chemistry"
"AGROCIENCIA","1405-3195","","COLEGIO POSTGRADUADOS","CARRETERA MEXICO TEXCOCO KM 36 5, MONTECILLO, MEXICO, ESTADO MEXICO, 56230","Multi-Language","Agriculture/Agronomy"
"AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS","2168-3565","2168-3573","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Agriculture/Agronomy"
"AGROFORESTRY SYSTEMS","0167-4366","1572-9680","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Agriculture/Agronomy"
"AGRONOMY-BASEL","2073-4395","2073-4395","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Plant Sciences"
"AGRONOMY FOR SUSTAINABLE DEVELOPMENT","1774-0746","1773-0155","SPRINGER FRANCE","22 RUE DE PALESTRO, PARIS, FRANCE, 75002","Multi-Language","Agriculture/Agronomy"
"AGRONOMY JOURNAL","0002-1962","1435-0645","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Agriculture/Agronomy"
"AIR QUALITY ATMOSPHERE AND HEALTH","1873-9318","1873-9326","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Environment/Ecology"
"ALGAE","1226-2617","2093-0860","KOREAN SOC PHYCOLOGY","B1F, TRUST TOWER, 275-7 YANGJAE-DONG, SEOCHO-KU, SEOUL, SOUTH KOREA, 137-739","English","Plant Sciences"
"ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS","2211-9264","2211-9264","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Biotechnology & Applied Microbiology"
"ALLELOPATHY JOURNAL","0971-4693","0973-5046","ALLELOPATHY JOURNAL","INTERNATIONAL ALLELOPATHY FOUNDATION, 101, SECTOR 14, ROHTAK, INDIA, HARYANA, 124 001","English","Agriculture/Agronomy"
"ALLGEMEINE FORST UND JAGDZEITUNG","0002-5852","","J D SAUERLAENDERS VERLAG","BERLINER STRASSE 46, BAD ORB, GERMANY, 63619","Multi-Language","Plant Sciences"
"ALPINE BOTANY","1664-2201","1664-221X","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Plant Sciences"
"AMBIO","0044-7447","1654-7209","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Environment/Ecology"
"AMERICAN BIOLOGY TEACHER","0002-7685","1938-4211","NATL ASSOC BIOLOGY TEACHERS INC","12030 SUNRISE VALLEY DR, #110, RESTON, USA, VA, 20191","English","Biology"
"AMERICAN FERN JOURNAL","0002-8444","1938-422X","AMER FERN SOC INC","C/O DR GEORGE YATSKIEVYCH, MEMBERSHIP SECRETARY, MISSOURI BOTANICAL GARDEN, PO BOX 299, ST LOUIS, USA, MO, 63166-0299","English","Plant Sciences"
"AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS","0002-9092","1467-8276","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Agriculture/Agronomy"
"AMERICAN JOURNAL OF BOTANY","0002-9122","1537-2197","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Plant Sciences"
"AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE","0002-9254","1943-7749","AMER SOC ENOLOGY VITICULTURE","PO BOX 1855, DAVIS, USA, CA, 95617-1855","English","Agriculture/Agronomy"
"AMERICAN JOURNAL OF POTATO RESEARCH","1099-209X","1874-9380","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Agriculture/Agronomy"
"AMERICAN JOURNAL OF PRIMATOLOGY","0275-2565","1098-2345","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Animal Sciences"
"AMERICAN JOURNAL OF VETERINARY RESEARCH","0002-9645","1943-5681","AMER VETERINARY MEDICAL ASSOC","1931 N MEACHAM RD SUITE 100, SCHAUMBURG, USA, IL, 60173-4360","English","Veterinary Medicine/Animal Health"
"AMERICAN MALACOLOGICAL BULLETIN","0740-2783","2162-2698","AMER MALACOLOGICAL SOC, INC","DELAWARE MUSEUM NATURAL HISTORY, BOX 3937, WILMINGTON, USA, DE, 19807-0937","English","Animal Sciences"
"AMERICAN MIDLAND NATURALIST","0003-0031","1938-4238","AMER MIDLAND NATURALIST","UNIV NOTRE DAME, BOX 369, ROOM 295 GLSC, NOTRE DAME, USA, IN, 46556","English","Environment/Ecology"
"AMERICAN MUSEUM NOVITATES","0003-0082","1937-352X","AMER MUSEUM NATURAL HISTORY","ATTN: LIBRARY-SCIENTIFIC PUBLICATIONS DISTRIBUTION, CENTRAL PK WEST AT 79TH ST, NEW YORK, USA, NY, 10024-5192","English","Biology"
"AMERICAN NATURALIST","0003-0147","1537-5323","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Environment/Ecology"
"AMPHIBIAN & REPTILE CONSERVATION","1083-446X","","AMPHIBIAN CONSERVATION RESEARCH CENTER & LAB","12180 S 300 E, DRAPER, United States, UT, 84020-1433","English","Animal Sciences"
"AMPHIBIA-REPTILIA","0173-5373","1568-5381","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Multi-Language","Animal Sciences"
"ANAEROBE","1075-9964","1095-8274","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Biology"
"ANALES DEL JARDIN BOTANICO DE MADRID","0211-1322","1988-3196","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","English, Spanish","Plant Sciences"
"ANALYTICAL METHODS","1759-9660","1759-9679","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Food Science/Nutrition"
"ANATOMIA HISTOLOGIA EMBRYOLOGIA","0340-2096","1439-0264","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Veterinary Medicine/Animal Health"
"ANIMAL","1751-7311","1751-732X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Animal Sciences"
"ANIMAL BEHAVIOUR","0003-3472","1095-8282","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Animal Sciences"
"ANIMAL BIODIVERSITY AND CONSERVATION","1578-665X","2014-928X","MUSEU DE CIENCIES NATURALS-ZOOLOGIA","PASSEIG PICASSO S-N, PARC CIUTADELLA, BARCELONA, SPAIN, E-08003","English, Spanish","Animal Sciences"
"ANIMAL BIOLOGY","1570-7555","1570-7563","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","Animal Sciences"
"ANIMAL BIOSCIENCE","2765-0189","2765-0235","ASIAN-AUSTRALASIAN ASSOC ANIMAL PRODUCTION SOC","ROOM 708 SAMMO SPOREX, 1638-32, SEOWON-DONG, GWANAK-GU, SEOUL, SOUTH KOREA, 151-730","","Animal Sciences"
"ANIMAL BIOTECHNOLOGY","1049-5398","1532-2378","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Animal Sciences"
"ANIMAL COGNITION","1435-9448","1435-9456","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Animal Sciences"
"ANIMAL CONSERVATION","1367-9430","1469-1795","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ANIMAL FEED SCIENCE AND TECHNOLOGY","0377-8401","1873-2216","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Animal Sciences"
"ANIMAL FRONTIERS","2160-6056","2160-6064","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Animal Sciences"
"ANIMAL GENETICS","0268-9146","1365-2052","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Animal Sciences"
"ANIMAL HEALTH RESEARCH REVIEWS","1466-2523","1475-2654","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Veterinary Medicine/Animal Health"
"ANIMAL NUTRITION","2405-6383","2405-6545","KEAI PUBLISHING LTD","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, DONGHENG DISTRICT, 100717","English","Animal Sciences"
"ANIMAL PRODUCTION SCIENCE","1836-0939","1836-5787","CSIRO PUBLISHING","UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168","English","Agriculture/Agronomy"
"ANIMAL REPRODUCTION","1806-9614","1984-3143","BRAZILIAN COLL ANIMAL REPRODUCTION","ALAMEDA DAS PRINCESAS, 1275-BAIRRO SAO JOSE, BELO HORIZONTE, BRAZIL, MG, 31275-180","English","Animal Sciences"
"ANIMAL REPRODUCTION SCIENCE","0378-4320","1873-2232","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Dutch","Animal Sciences"
"ANIMALS","2076-2615","2076-2615","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Veterinary Medicine/Animal Health"
"ANIMAL SCIENCE JOURNAL","1344-3941","1740-0929","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Animal Sciences"
"ANIMAL WELFARE","0962-7286","","UNIV FEDERATION ANIMAL WELFARE","OLD SCHOOL, BREWHOUSE HILL, WHEATHAMPSTEAD, ENGLAND, HERTS, AL4 8AN","English","Animal Sciences"
"ANNALES BOTANICI FENNICI","0003-3847","1797-2442","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","P O BOX 26, UNIV HELSINKI, FINLAND, FI-00014","English","Plant Sciences"
"ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE","0037-9271","2168-6351","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","Multi-Language","Entomology/Pest Control"
"ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY","0003-4088","2100-000X","EDP SCIENCES S A","17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944","Multi-Language","Aquatic Sciences"
"ANNALES ZOOLOGICI","0003-4541","1734-1833","MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES","WILCZA STREET 64, WARSAW, POLAND, 00-679","Multi-Language","Entomology/Pest Control"
"ANNALES ZOOLOGICI FENNICI","0003-455X","1797-2450","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","P O BOX 26, UNIV HELSINKI, FINLAND, FI-00014","English","Animal Sciences"
"ANNALI DI BOTANICA","0365-0812","2239-3129","UNIV STUDI ROMA LA SAPIENZA","PIAZZALE ALDO MORO, 5, ROME, ITALY, I-00185","English","Plant Sciences"
"ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE","1232-1966","1898-2263","INST AGRICULTURAL MEDICINE","JACZEWSKIEGO 2, PO BOX 185, LUBLIN, POLAND, 20-950","English","Environment/Ecology"
"ANNALS OF APPLIED BIOLOGY","0003-4746","1744-7348","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Agriculture/Agronomy"
"ANNALS OF BOTANY","0305-7364","1095-8290","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Plant Sciences"
"ANNALS OF CARNEGIE MUSEUM","0097-4463","1943-6300","CARNEGIE MUSEUM NATURAL HISTORY","4400 FORBES AVE, PITTSBURGH, USA, PA, 15213","English","Multidisciplinary"
"ANNALS OF FOREST RESEARCH","1844-8135","2065-2445","EDITURA SILVICA","FOREST RESEARCH MANAGEMENT INSTITUTE ICAS, SOS STEFANESTI NR 128, VOLUNTARI, ROMANIA, ILFOV, 077190","English","Plant Sciences"
"ANNALS OF FOREST SCIENCE","1286-4560","1297-966X","SPRINGER FRANCE","22 RUE DE PALESTRO, PARIS, FRANCE, 75002","Multi-Language","Plant Sciences"
"ANNALS OF NUTRITION AND METABOLISM","0250-6807","1421-9697","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","Multi-Language","Food Science/Nutrition"
"ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA","0013-8746","1938-2901","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Entomology/Pest Control"
"ANNALS OF THE MISSOURI BOTANICAL GARDEN","0026-6493","2162-4372","MISSOURI BOTANICAL GARDEN","2345 TOWER GROVE AVENUE, ST LOUIS, USA, MO, 63110","Multi-Language","Plant Sciences"
"ANTARCTIC SCIENCE","0954-1020","1365-2079","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Multidisciplinary"
"ANTHROPOCENE","2213-3054","2213-3054","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Environment/Ecology"
"AOB PLANTS","2041-2851","2041-2851","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Plant Sciences"
"APIDOLOGIE","0044-8435","1297-9678","SPRINGER FRANCE","22 RUE DE PALESTRO, PARIS, FRANCE, 75002","Multi-Language","Entomology/Pest Control"
"APPLICATIONS IN PLANT SCIENCES","2168-0450","2168-0450","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Plant Sciences"
"APPLIED AND ENVIRONMENTAL MICROBIOLOGY","0099-2240","1098-5336","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Biology"
"APPLIED ANIMAL BEHAVIOUR SCIENCE","0168-1591","1872-9045","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Animal Sciences"
"APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY","0273-2289","1559-0291","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Biotechnology & Applied Microbiology"
"APPLIED ECONOMIC PERSPECTIVES AND POLICY","2040-5790","2040-5804","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Agriculture/Agronomy"
"APPLIED ENGINEERING IN AGRICULTURE","0883-8542","1943-7838","AMER SOC AGRICULTURAL & BIOLOGICAL ENGINEERS","2950 NILES RD, ST JOSEPH, USA, MI, 49085-9659","English","Agriculture/Agronomy"
"APPLIED ENTOMOLOGY AND ZOOLOGY","0003-6862","1347-605X","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005","English","Entomology/Pest Control"
"APPLIED MICROBIOLOGY AND BIOTECHNOLOGY","0175-7598","1432-0614","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Biotechnology & Applied Microbiology"
"APPLIED SOIL ECOLOGY","0929-1393","1873-0272","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Agriculture/Agronomy"
"APPLIED VEGETATION SCIENCE","1402-2001","1654-109X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Plant Sciences"
"APPLIED WATER SCIENCE","2190-5487","2190-5495","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Aquatic Sciences"
"AQUACULTURAL ENGINEERING","0144-8609","1873-5614","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Aquatic Sciences"
"AQUACULTURE","0044-8486","1873-5622","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Aquatic Sciences"
"AQUACULTURE ECONOMICS & MANAGEMENT","1365-7305","1551-8663","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Aquatic Sciences"
"AQUACULTURE ENVIRONMENT INTERACTIONS","1869-215X","1869-7534","INTER-RESEARCH","NORDBUNTE 23, OLDENDORF LUHE, GERMANY, D-21385","English","Aquatic Sciences"
"AQUACULTURE INTERNATIONAL","0967-6120","1573-143X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Aquatic Sciences"
"AQUACULTURE NUTRITION","1353-5773","1365-2095","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Aquatic Sciences"
"AQUACULTURE REPORTS","2352-5134","2352-5134","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Aquatic Sciences"
"AQUACULTURE RESEARCH","1355-557X","1365-2109","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Aquatic Sciences"
"AQUATIC BIOLOGY","1864-7790","1864-7782","INTER-RESEARCH","NORDBUNTE 23, OLDENDORF LUHE, GERMANY, D-21385","English","Aquatic Sciences"
"AQUATIC BOTANY","0304-3770","1879-1522","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Aquatic Sciences"
"AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS","1052-7613","1099-0755","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Aquatic Sciences"
"AQUATIC ECOLOGY","1386-2588","1573-5125","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Aquatic Sciences"
