"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ACTA MEDICA OKAYAMA","0386-300X","0386-300X","OKAYAMA UNIV MED SCHOOL","EDITORIAL OFFICE, ACTA MEDICA OKAYAMA OKAYAMA UNIVERSITY MEDICAL SCHOOL 2-5-1 SHIKATA-CHO, KITA-KU, OKAYAMA, JAPAN, 700-8558","English","Medical Research, General Topics"
"ACTA NEUROBIOLOGIAE EXPERIMENTALIS","0065-1400","1689-0035","NENCKI INST EXPERIMENTAL BIOLOGY","UL PASTEURA 3, WARSAW, POLAND, 02-093","English","Neurosciences & Behavior"
"ACTA NEUROLOGICA SCANDINAVICA","0001-6314","1600-0404","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"ACTA NEUROPATHOLOGICA","0001-6322","1432-0533","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Neurosciences & Behavior"
"ACTA ONCOLOGICA","0284-186X","1651-226X","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Oncogenesis & Cancer Research"
"ACTA ORTHOPAEDICA","1745-3674","1745-3682","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Medical Research, Organs & Systems"
"ACTA OTO-LARYNGOLOGICA","0001-6489","1651-2251","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","Multi-Language","Medical Research, Organs & Systems"
"ACTA PAEDIATRICA","0803-5253","1651-2227","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medical Research, General Topics"
"ACTA PHARMACOLOGICA SINICA","1671-4083","1745-7254","NATURE PUBLISHING GROUP","MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Pharmacology & Toxicology"
"ACTA PHYSIOLOGICA","1748-1708","1748-1716","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Physiology"
"ACTA PSYCHIATRICA SCANDINAVICA","0001-690X","1600-0447","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"ACTA TROPICA","0001-706X","1873-6254","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Medical Research, General Topics"
"ACTA VIROLOGICA","0001-723X","1336-2305","AEPRESS SRO","BAJZOVA 7, BRATISLAVA, SLOVAKIA, 821 08","English","Microbiology"
"ADDICTION BIOLOGY","1355-6215","1369-1600","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"ADVANCED DRUG DELIVERY REVIEWS","0169-409X","1872-8294","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Pharmacology & Toxicology"
"AEROSPACE MEDICINE AND HUMAN PERFORMANCE","2375-6314","2375-6322","AEROSPACE MEDICAL ASSOC","320 S HENRY ST, ALEXANDRIA, USA, VA, 22314-3579","English","Molecular Biology & Genetics"
"AGGRESSIVE BEHAVIOR","0096-140X","1098-2337","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"AGING CLINICAL AND EXPERIMENTAL RESEARCH","1594-0667","1720-8319","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Medical Research, General Topics"
"AIDS","0269-9370","1473-5571","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Immunology"
"AIDS RESEARCH AND HUMAN RETROVIRUSES","0889-2229","1931-8405","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Immunology"
"ALCOHOL","0741-8329","1873-6823","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Neurosciences & Behavior"
"ALCOHOL AND ALCOHOLISM","0735-0414","1464-3502","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Neurosciences & Behavior"
"ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH","0145-6008","1530-0277","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"ALLERGY","0105-4538","1398-9995","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Immunology"
"ALZHEIMER DISEASE & ASSOCIATED DISORDERS","0893-0341","0893-0341","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neurosciences & Behavior"
"AMERICAN HEART JOURNAL","0002-8703","1097-5330","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Cardiovascular & Hematology Research"
"AMERICAN JOURNAL OF BIOETHICS","1526-5161","1536-0075","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Multidisciplinary"
"AMERICAN JOURNAL OF CARDIOLOGY","0002-9149","1879-1913","EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC","685 ROUTE 202-206 STE 3, BRIDGEWATER, USA, NJ, 08807","English","Cardiovascular & Hematology Research"
"AMERICAN JOURNAL OF CLINICAL NUTRITION","0002-9165","1938-3207","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Endocrinology, Nutrition & Metabolism"
"AMERICAN JOURNAL OF CLINICAL PATHOLOGY","0002-9173","1943-7722","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Medical Research, Diagnosis & Treatment"
"AMERICAN JOURNAL OF EPIDEMIOLOGY","0002-9262","1476-6256","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Medical Research, General Topics"
"AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY","1079-2082","1535-2900","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Pharmacology & Toxicology"
"AMERICAN JOURNAL OF HEMATOLOGY","0361-8609","1096-8652","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cardiovascular & Hematology Research"
"AMERICAN JOURNAL OF HUMAN BIOLOGY","1042-0533","1520-6300","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medical Research, General Topics"
"AMERICAN JOURNAL OF HUMAN GENETICS","0002-9297","1537-6605","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Molecular Biology & Genetics"
"AMERICAN JOURNAL OF MEDICAL GENETICS PART A","1552-4825","1552-4833","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS","1552-4841","1552-485X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS","1552-4868","1552-4876","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"AMERICAN JOURNAL OF MEDICINE","0002-9343","1555-7162","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, General Topics"
"AMERICAN JOURNAL OF NEURORADIOLOGY","0195-6108","1936-959X","AMER SOC NEURORADIOLOGY","PO BOX 3000, DENVILLE, USA, NJ, 07834-9349","English","Neurosciences & Behavior"
"AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","0002-9378","1097-6868","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF OPHTHALMOLOGY","0002-9394","1879-1891","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF PATHOLOGY","0002-9440","1525-2191","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, Diagnosis & Treatment"
"AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION","0002-9459","1553-6467","AMER ASSOC COLL PHARMACY","1426 PRINCE STREET, ALEXANDRIA, USA, VA, 22314-2815","English","Pharmacology & Toxicology"
"AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY","0002-9483","1096-8644","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Experimental Biology"
"AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY","0363-6143","1522-1563","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Cell & Developmental Biology"
"AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM","0193-1849","1522-1555","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Endocrinology, Nutrition & Metabolism"
"AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY","0193-1857","1522-1547","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY","0363-6135","1522-1539","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Cardiovascular & Hematology Research"
"AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY","1040-0605","1522-1504","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY","0363-6119","1522-1490","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Physiology"
"AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY","1931-857X","1522-1466","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF PRIMATOLOGY","0275-2565","1098-2345","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Animal & Plant Sciences"
"AMERICAN JOURNAL OF PSYCHIATRY","0002-953X","1535-7228","AMER PSYCHIATRIC PUBLISHING, INC","800 MAINE AVE SW, SUITE 900, WASHINGTON, USA, DC, 20024","English","Neurosciences & Behavior"
"AMERICAN JOURNAL OF PUBLIC HEALTH","0090-0036","1541-0048","AMER PUBLIC HEALTH ASSOC INC","800 I STREET, NW, WASHINGTON, USA, DC, 20001-3710","English","Medical Research, General Topics"
"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY","1046-7408","1600-0897","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Immunology"
"AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","1073-449X","1535-4970","AMER THORACIC SOC","25 BROADWAY, 18 FL, NEW YORK, USA, NY, 10004","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY","1044-1549","1535-4989","AMER THORACIC SOC","25 BROADWAY, 18 FL, NEW YORK, USA, NY, 10004","English","Medical Research, Organs & Systems"
"AMERICAN JOURNAL OF ROENTGENOLOGY","0361-803X","1546-3141","AMER ROENTGEN RAY SOC","44211 SLATESTONE CT, LEESBURG, Usa, VA, 20176","English","Medical Research, Diagnosis & Treatment"
"AMERICAN JOURNAL OF SURGERY","0002-9610","1879-1883","EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC","685 ROUTE 202-206 STE 3, BRIDGEWATER, USA, NJ, 08807","English","Medical Research, Diagnosis & Treatment"
"AMERICAN JOURNAL OF SURGICAL PATHOLOGY","0147-5185","1532-0979","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Medical Research, Diagnosis & Treatment"
"AMERICAN JOURNAL OF THE MEDICAL SCIENCES","0002-9629","1538-2990","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, General Topics"
"AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE","0002-9637","1476-1645","AMER SOC TROP MED & HYGIENE","8000 WESTPARK DR, STE 130, MCLEAN, USA, VA, 22101","English","Medical Research, General Topics"
"AMERICAN SCIENTIST","0003-0996","1545-2786","SIGMA XI-SCI RES SOC","PO BOX 13975, RES TRIANGLE PK, USA, NC, 27709","English","Multidisciplinary"
"AMINO ACIDS","0939-4451","1438-2199","SPRINGER WIEN","SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201","English","Biochemistry & Biophysics"
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","1350-6129","1744-2818","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Medical Research, General Topics"
"ANAEROBE","1075-9964","1095-8274","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Microbiology"
"ANAESTHESIA","0003-2409","1365-2044","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medical Research, Diagnosis & Treatment"
"ANALYST","0003-2654","1364-5528","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Chemistry & Analysis"
"ANALYTICAL AND QUANTITATIVE CYTOPATHOLOGY AND HISTOPATHOLOGY","0884-6812","","SCI PRINTERS & PUBL INC","PO DRAWER 12425 8342 OLIVE BLVD, ST LOUIS, USA, MO, 63132","English","Medical Research, Diagnosis & Treatment"
"ANALYTICAL BIOCHEMISTRY","0003-2697","1096-0309","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Biochemistry & Biophysics"
"ANALYTICAL CELLULAR PATHOLOGY","2210-7177","2210-7185","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Medical Research, Diagnosis & Treatment"
"ANALYTICAL CHEMISTRY","0003-2700","1520-6882","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry & Analysis"
"ANALYTICAL LETTERS","0003-2719","1532-236X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Chemistry & Analysis"
"ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY","1932-8486","1932-8494","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Experimental Biology"
"ANATOMICAL SCIENCE INTERNATIONAL","1447-6959","1447-073X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Experimental Biology"
"ANDROLOGIA","0303-4569","1439-0272","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Medical Research, Organs & Systems"
"ANDROLOGY","2047-2919","2047-2927","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medical Research, Organs & Systems"
"ANESTHESIA AND ANALGESIA","0003-2999","0003-2999","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Medical Research, Diagnosis & Treatment"
"ANESTHESIOLOGY","0003-3022","1528-1175","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Medical Research, Diagnosis & Treatment"
"ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","1433-7851","1521-3773","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Chemistry & Analysis"
"ANGIOGENESIS","0969-6970","1573-7209","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Cardiovascular & Hematology Research"
"ANIMAL BEHAVIOUR","0003-3472","1095-8282","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Neurosciences & Behavior"
"ANIMAL GENETICS","0268-9146","1365-2052","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"ANNALES D ENDOCRINOLOGIE","0003-4266","2213-3941","MASSON EDITEUR","21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789","Multi-Language","Endocrinology, Nutrition & Metabolism"
"ANNALES DE PATHOLOGIE","0242-6498","2213-008X","MASSON EDITEUR","21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789","Multi-Language","Medical Research, Diagnosis & Treatment"
"ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER","0940-9602","1618-0402","ELSEVIER GMBH","HACKERBRUCKE 6, MUNICH, GERMANY, 80335","English","Experimental Biology"
"ANNALS OF BIOMEDICAL ENGINEERING","0090-6964","1573-9686","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Multidisciplinary"
"ANNALS OF CLINICAL AND LABORATORY SCIENCE","0091-7370","1550-8080","ASSOC CLINICAL SCIENTISTS","PO BOX 1287, MIDDLEBURY, USA, VT, 05753","English","Medical Research, Diagnosis & Treatment"
"ANNALS OF CLINICAL BIOCHEMISTRY","0004-5632","1758-1001","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Medical Research, Diagnosis & Treatment"
"ANNALS OF HEMATOLOGY","0939-5555","1432-0584","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Cardiovascular & Hematology Research"
"ANNALS OF HUMAN BIOLOGY","0301-4460","1464-5033","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Medical Research, General Topics"
"ANNALS OF HUMAN GENETICS","0003-4800","1469-1809","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"ANNALS OF INTERNAL MEDICINE","0003-4819","1539-3704","AMER COLL PHYSICIANS","INDEPENDENCE MALL WEST 6TH AND RACE ST, PHILADELPHIA, USA, PA, 19106-1572","English","Medical Research, General Topics"
"ANNALS OF MEDICINE","0785-3890","1365-2060","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Medical Research, General Topics"
"ANNALS OF NEUROLOGY","0364-5134","1531-8249","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"ANNALS OF NUTRITION AND METABOLISM","0250-6807","1421-9697","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","Multi-Language","Endocrinology, Nutrition & Metabolism"
"ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY","0003-4894","1943-572X","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Medical Research, Organs & Systems"
"ANNALS OF SURGERY","0003-4932","1528-1140","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Medical Research, Diagnosis & Treatment"
"ANNALS OF THE RHEUMATIC DISEASES","0003-4967","1468-2060","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR","English","Medical Research, Organs & Systems"
"ANNALS OF THORACIC SURGERY","0003-4975","1552-6259","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, Diagnosis & Treatment"
"ANTI-CANCER DRUGS","0959-4973","1473-5741","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Oncogenesis & Cancer Research"
"ANTICANCER RESEARCH","0250-7005","1791-7530","INT INST ANTICANCER RESEARCH","EDITORIAL OFFICE 1ST KM KAPANDRITIOU-KALAMOU RD KAPANDRITI, PO BOX 22, ATHENS, GREECE, 19014","English","Oncogenesis & Cancer Research"
"ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","0066-4804","1098-6596","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Microbiology"
"ANTIOXIDANTS & REDOX SIGNALING","1523-0864","1557-7716","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Biochemistry & Biophysics"
"ANTIVIRAL RESEARCH","0166-3542","1872-9096","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Microbiology"
"ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY","0003-6072","1572-9699","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Microbiology"
"APMIS","0903-4641","1600-0463","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medical Research, General Topics"
"APOPTOSIS","1360-8185","1573-675X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Cell & Developmental Biology"
"APPETITE","0195-6663","1095-8304","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Neurosciences & Behavior"
"APPLIED AND ENVIRONMENTAL MICROBIOLOGY","0099-2240","1098-5336","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Microbiology"
"APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY","0273-2289","1559-0291","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Biochemistry & Biophysics"
"APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY","1541-2016","1533-4058","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Medical Research, Diagnosis & Treatment"
"APPLIED MICROBIOLOGY AND BIOTECHNOLOGY","0175-7598","1432-0614","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Microbiology"
"APPLIED PHYSIOLOGY NUTRITION AND METABOLISM","1715-5312","1715-5320","CANADIAN SCIENCE PUBLISHING","65 AURIGA DR, SUITE 203, OTTAWA, CANADA, ON, K2E 7W6","English","Physiology"
"ARCHIV DER PHARMAZIE","0365-6233","1521-4184","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Pharmacology & Toxicology"
"ARCHIVES ITALIENNES DE BIOLOGIE","0003-9829","0003-9829","PISA UNIV PRESS","LUNGARNO A PACINOTTI 43, PISA, ITALY, 56100","English","Neurosciences & Behavior"
"ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS","0003-9861","1096-0384","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Biochemistry & Biophysics"
"ARCHIVES OF DERMATOLOGICAL RESEARCH","0340-3696","1432-069X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Medical Research, Organs & Systems"
"ARCHIVES OF DISEASE IN CHILDHOOD","0003-9888","1468-2044","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR","English","Medical Research, General Topics"
